roster_id,employee_id,shift,hours,work_date,services,location,pay_period_id
0545f940-de30-4e49-9ac7-e272c4ff3804,E0000001,09:32 AM - 05:08 PM,7.6,16/05/2022,Office Cleaning,North Ruth,2022W20
9eb62821-e61a-4620-95ae-c6f3dbfe2bfa,E0000001,10:18 AM - 05:54 PM,7.6,17/05/2022,Sanitization,North Ruth,2022W20
a2d8e2c6-3461-44c7-a526-be1d358d5d49,E0000001,08:02 AM - 04:38 PM,7.6,18/05/2022,Office Cleaning,North Ruth,2022W20
8fc6d980-cd20-4a14-8a70-4fb119e37de9,E0000001,10:49 AM - 06:25 PM,7.6,19/05/2022,Waste Disposal,North Ruth,2022W20
22e74619-4545-4f47-9909-38b1f9c34f50,E0000001,09:38 AM - 04:14 PM,7.6,20/05/2022,Sanitization,North Ruth,2022W20
ed6a9eb7-2bd6-4988-99be-6b6fe193274f,E0000001,11:57 AM - 07:33 PM,7.6,23/05/2022,Office Cleaning,North Ruth,2022W21
8e595baa-06d4-4705-b4a5-439fe499da79,E0000001,11:53 AM - 07:29 PM,7.6,24/05/2022,Sanitization,North Ruth,2022W21
e67cf832-b202-4adb-a50a-03ce69b2e847,E0000001,11:44 AM - 08:20 PM,7.6,25/05/2022,Waste Disposal,North Ruth,2022W21
dee4951d-1c34-474a-a6a0-551902f05403,E0000001,08:50 AM - 04:26 PM,7.6,26/05/2022,Office Cleaning,North Ruth,2022W21
1c3364be-2ada-4fea-b75d-53074c11c195,E0000001,10:33 AM - 08:09 PM,7.6,27/05/2022,Sanitization,North Ruth,2022W21
fdb96b20-de92-44f9-a941-272c886c40d6,E0000001,10:50 AM - 06:26 PM,7.6,30/05/2022,Waste Disposal,North Ruth,2022W22
14532f8f-211a-4495-9e02-2d76fc3ae5ba,E0000001,09:20 AM - 04:56 PM,7.6,31/05/2022,Office Cleaning,North Ruth,2022W22
5dc4e273-f113-4a40-86ba-1099c64b6855,E0000001,10:43 AM - 06:19 PM,7.6,1/06/2022,Waste Disposal,North Ruth,2022W22
f9a67fc1-835f-45f9-9596-72303bfaf283,E0000001,09:47 AM - 07:23 PM,7.6,2/06/2022,Waste Disposal,North Ruth,2022W22
cf550011-602c-4516-b039-d395604f7903,E0000001,08:01 AM - 03:37 PM,7.6,3/06/2022,Sanitization,North Ruth,2022W22
19d385d9-36f1-4156-ad58-0f534cee9a72,E0000001,09:27 AM - 08:03 PM,7.6,6/06/2022,Office Cleaning,North Ruth,2022W23
ef9f0428-a83c-4f20-ae2a-a0eced2d92d2,E0000001,11:58 AM - 07:34 PM,7.6,7/06/2022,Office Cleaning,North Ruth,2022W23
db9b71d6-a7df-4524-86f0-4643d790f4b2,E0000001,10:21 AM - 06:57 PM,7.6,8/06/2022,Office Cleaning,North Ruth,2022W23
086d0a3f-9757-4b9f-9c09-1e11f8191733,E0000001,10:06 AM - 05:42 PM,7.6,9/06/2022,Office Cleaning,North Ruth,2022W23
d58c9df7-1405-442f-8e89-bba2a8809459,E0000001,09:24 AM - 08:00 PM,7.6,10/06/2022,Waste Disposal,North Ruth,2022W23
b7ded2a8-0816-486f-a42a-aba7c97c004d,E0000001,08:10 AM - 03:46 PM,7.6,14/06/2022,Office Cleaning,North Ruth,2022W24
edb718fd-9672-4b4a-ab80-966c546c1d56,E0000001,11:33 AM - 11:09 PM,7.6,15/06/2022,Waste Disposal,North Ruth,2022W24
3c3ed059-9982-4ea2-9e73-12cee506bb29,E0000001,11:18 AM - 06:54 PM,7.6,16/06/2022,Sanitization,North Ruth,2022W24
8bc45d65-cfb1-447d-818c-bbc2b4ac11ad,E0000001,10:36 AM - 06:12 PM,7.6,17/06/2022,Waste Disposal,North Ruth,2022W24
408e2eaa-260d-41de-82f9-bfc203209a24,E0000001,11:37 AM - 07:13 PM,7.6,20/06/2022,Office Cleaning,North Ruth,2022W25
d0ce50be-f43c-4e00-b256-46af2a1781b3,E0000001,11:24 AM - 09:00 PM,7.6,21/06/2022,Waste Disposal,North Ruth,2022W25
a953a326-726d-443e-83d2-4fe51dd2ed17,E0000001,08:22 AM - 01:58 PM,7.6,22/06/2022,Waste Disposal,North Ruth,2022W25
708d8712-c3da-4456-85da-cf96c0d07b75,E0000001,11:09 AM - 06:45 PM,7.6,23/06/2022,Waste Disposal,North Ruth,2022W25
bd2d88c1-6299-44e5-81c4-c9da06b08d98,E0000001,09:46 AM - 06:22 PM,7.6,24/06/2022,Office Cleaning,North Ruth,2022W25
00ac4d06-1881-48d5-b0b0-5c3afabd776a,E0000001,11:19 AM - 06:55 PM,7.6,27/06/2022,Office Cleaning,North Ruth,2022W26
cabf098d-86b2-4504-9f56-f4c196ac8421,E0000001,10:47 AM - 06:23 PM,7.6,28/06/2022,Sanitization,North Ruth,2022W26
ef0751db-4451-40da-9598-5847c831b499,E0000001,10:24 AM - 06:00 PM,7.6,29/06/2022,Office Cleaning,North Ruth,2022W26
2812030d-94c5-4e8c-b15e-63e092c815b0,E0000001,09:26 AM - 05:02 PM,7.6,30/06/2022,Waste Disposal,North Ruth,2022W26
d3350684-8c03-47e2-8db7-b0a075303f62,E0000001,08:37 AM - 07:13 PM,7.6,1/07/2022,Waste Disposal,North Ruth,2022W26
daab0dbf-953b-4128-b9f5-d1aecb24b4f8,E0000001,10:08 AM - 07:44 PM,7.6,4/07/2022,Office Cleaning,North Ruth,2022W27
e4c7bdb0-83f5-4fe3-a833-a027463c4cce,E0000001,09:51 AM - 08:27 PM,7.6,5/07/2022,Sanitization,North Ruth,2022W27
b641847d-8698-47b9-b67f-57ba72f75553,E0000001,11:51 AM - 07:27 PM,7.6,6/07/2022,Office Cleaning,North Ruth,2022W27
14d9721a-79ff-454c-a5a1-c94eecba8053,E0000001,11:19 AM - 06:55 PM,7.6,7/07/2022,Office Cleaning,North Ruth,2022W27
8616b4fa-61c7-441a-8087-909c97cdb6a9,E0000001,09:14 AM - 04:50 PM,7.6,8/07/2022,Waste Disposal,North Ruth,2022W27
3acf98be-bf96-4658-b309-2a95ca4eec37,E0000001,08:19 AM - 03:55 PM,7.6,11/07/2022,Office Cleaning,North Ruth,2022W28
c000f935-c200-42c9-b9c4-48c05ff6d986,E0000001,08:34 AM - 04:10 PM,7.6,12/07/2022,Sanitization,North Ruth,2022W28
d1517f22-0c47-4b54-be43-9e1ac18f09f5,E0000001,08:18 AM - 03:54 PM,7.6,13/07/2022,Office Cleaning,North Ruth,2022W28
043b1ad9-d908-448c-bb34-12faa45216c2,E0000001,08:20 AM - 03:56 PM,7.6,14/07/2022,Office Cleaning,North Ruth,2022W28
7be6e12c-96d8-4276-9762-3f497bc3ee50,E0000001,08:06 AM - 03:42 PM,7.6,15/07/2022,Sanitization,North Ruth,2022W28
f3147875-6761-4b24-b3e1-fb9a7573ffe1,E0000001,08:28 AM - 04:04 PM,7.6,18/07/2022,Office Cleaning,North Ruth,2022W29
0d0010c0-01e8-46d7-b92d-44755489f822,E0000001,10:09 AM - 06:45 PM,7.6,19/07/2022,Waste Disposal,North Ruth,2022W29
7ea43ceb-14f1-4fc6-bd14-ce19446a87cb,E0000001,10:29 AM - 06:05 PM,7.6,20/07/2022,Waste Disposal,North Ruth,2022W29
b540c8f3-73fa-4528-8f62-0aa3ddb2ef5d,E0000001,09:05 AM - 05:41 PM,7.6,21/07/2022,Sanitization,North Ruth,2022W29
c2375edf-7418-4266-9e97-85f2bd44699d,E0000001,09:21 AM - 04:57 PM,7.6,22/07/2022,Sanitization,North Ruth,2022W29
83b9f929-8580-4017-ba98-c3ebd0ab3e4b,E0000001,08:22 AM - 04:58 PM,7.6,25/07/2022,Office Cleaning,North Ruth,2022W30
7ad0bbef-3851-4042-9821-687c27f02e95,E0000001,08:27 AM - 04:03 PM,7.6,26/07/2022,Waste Disposal,North Ruth,2022W30
14abc6d8-7d45-474c-bb50-4b2d4fd447ea,E0000001,08:09 AM - 03:45 PM,7.6,27/07/2022,Office Cleaning,North Ruth,2022W30
47107ed8-cb55-4900-aaa3-02b8bace103f,E0000001,08:34 AM - 04:10 PM,7.6,28/07/2022,Office Cleaning,North Ruth,2022W30
26060b3c-161f-4e17-97bc-36bfd129454e,E0000001,10:57 AM - 05:33 PM,7.6,29/07/2022,Waste Disposal,North Ruth,2022W30
d6159d72-46aa-428b-bcc4-8871dc4d3754,E0000001,08:18 AM - 03:54 PM,7.6,1/08/2022,Waste Disposal,North Ruth,2022W31
74f8c032-5be0-4d3e-af03-eddf9c061f50,E0000001,09:00 AM - 04:36 PM,7.6,2/08/2022,Office Cleaning,North Ruth,2022W31
4b41d38c-02ab-4ef0-b8c6-ec0f341b308c,E0000001,08:26 AM - 07:02 PM,7.6,3/08/2022,Sanitization,North Ruth,2022W31
1136fb05-0e88-4466-bc88-a2129ec4c92f,E0000001,08:28 AM - 04:04 PM,7.6,4/08/2022,Waste Disposal,North Ruth,2022W31
d6c74df6-b4a5-4bc8-8f57-136509bae73d,E0000001,09:56 AM - 05:32 PM,7.6,5/08/2022,Sanitization,North Ruth,2022W31
f5eab501-b7d5-45d6-beec-3a365196f104,E0000001,10:45 AM - 06:21 PM,7.6,8/08/2022,Office Cleaning,North Ruth,2022W32
a8729c24-2123-47a5-80db-1f600cde8090,E0000001,08:18 AM - 06:54 PM,7.6,9/08/2022,Office Cleaning,North Ruth,2022W32
c7bd10a4-29de-47e3-97b2-e08a8567f2b0,E0000001,08:53 AM - 08:29 PM,7.6,10/08/2022,Office Cleaning,North Ruth,2022W32
8bbb2ec0-d63f-46a9-8046-683da4921cef,E0000001,10:28 AM - 07:04 PM,7.6,11/08/2022,Sanitization,North Ruth,2022W32
5074e2a9-2f7b-4c27-8844-6fcd3cb9a36e,E0000001,10:02 AM - 05:38 PM,7.6,12/08/2022,Waste Disposal,North Ruth,2022W32
7c57a09b-6449-42ed-a29b-1e9fbfce066f,E0000001,09:50 AM - 07:26 PM,7.6,15/08/2022,Office Cleaning,North Ruth,2022W33
56f80dc4-1cd7-40c5-bcd5-967851c6a32e,E0000001,11:35 AM - 07:11 PM,7.6,16/08/2022,Office Cleaning,North Ruth,2022W33
a865924a-b07e-472f-a709-dcfcc33ef34d,E0000001,08:59 AM - 04:35 PM,7.6,17/08/2022,Sanitization,North Ruth,2022W33
0b3af58e-d1f9-4bc7-a7e9-dddf98b03407,E0000001,09:44 AM - 08:20 PM,7.6,18/08/2022,Sanitization,North Ruth,2022W33
46257ef2-28e3-414e-92f2-4a9f664e62a5,E0000001,09:05 AM - 08:41 PM,7.6,19/08/2022,Waste Disposal,North Ruth,2022W33
c912c3ea-67bf-41b7-b332-72848f512a17,E0000001,09:46 AM - 07:22 PM,7.6,22/08/2022,Sanitization,North Ruth,2022W34
98539bea-4c69-4487-a708-f60568f4976f,E0000001,11:06 AM - 07:42 PM,7.6,23/08/2022,Office Cleaning,North Ruth,2022W34
e034553c-f971-4e3d-b0f1-ddf67701abb5,E0000001,10:00 AM - 05:36 PM,7.6,24/08/2022,Office Cleaning,North Ruth,2022W34
e30e0d7b-fdb5-441d-b984-54566ac56a0b,E0000001,08:48 AM - 04:24 PM,7.6,25/08/2022,Office Cleaning,North Ruth,2022W34
b34f824a-3fd7-415a-b796-feee8c85c073,E0000001,10:08 AM - 05:44 PM,7.6,26/08/2022,Waste Disposal,North Ruth,2022W34
88a50891-42a5-4daf-af49-6579e1225bb4,E0000001,10:59 AM - 07:35 PM,7.6,29/08/2022,Office Cleaning,North Ruth,2022W35
a2b00dde-da5a-4c46-afae-1265d5a6c363,E0000001,11:07 AM - 09:43 PM,7.6,30/08/2022,Office Cleaning,North Ruth,2022W35
59e5a417-e4e7-4c50-8fe7-ff1281c4bfd4,E0000001,10:08 AM - 07:44 PM,7.6,31/08/2022,Sanitization,North Ruth,2022W35
67e24cae-1eb4-48bb-a830-b3a03b28d826,E0000001,09:55 AM - 05:31 PM,7.6,1/09/2022,Waste Disposal,North Ruth,2022W35
c213d83a-74cb-4181-b42c-87a3c221b1c5,E0000001,11:41 AM - 09:17 PM,7.6,2/09/2022,Office Cleaning,North Ruth,2022W35
1f1f8814-e7b1-4df0-9379-eb1d339d3657,E0000001,09:24 AM - 05:00 PM,7.6,5/09/2022,Sanitization,North Ruth,2022W36
cbb5da23-dbec-4eec-8b82-ddd367e2e983,E0000001,08:17 AM - 05:53 PM,7.6,6/09/2022,Waste Disposal,North Ruth,2022W36
69cc51ce-4216-412d-a77e-e46ad240b88a,E0000001,08:08 AM - 03:44 PM,7.6,7/09/2022,Office Cleaning,North Ruth,2022W36
1681484c-7406-41ef-9dbc-53b2e201c8a1,E0000001,08:54 AM - 04:30 PM,7.6,8/09/2022,Sanitization,North Ruth,2022W36
85371004-3d6f-4161-82c7-baf90b71c367,E0000001,11:24 AM - 08:00 PM,7.6,9/09/2022,Sanitization,North Ruth,2022W36
1fee8582-fed3-4416-a504-8bcdc9012a13,E0000001,11:03 AM - 06:39 PM,7.6,12/09/2022,Office Cleaning,North Ruth,2022W37
680977cd-cb5e-4a6e-9fa6-81134c1fdbfa,E0000001,10:00 AM - 05:36 PM,7.6,13/09/2022,Waste Disposal,North Ruth,2022W37
9b4849d9-7c4a-46bb-a20e-e90366eca3fe,E0000001,10:28 AM - 10:04 PM,7.6,14/09/2022,Waste Disposal,North Ruth,2022W37
a4479d03-d3f0-45e0-8617-639df2dfaf0c,E0000001,08:23 AM - 04:59 PM,7.6,15/09/2022,Sanitization,North Ruth,2022W37
3820b0f5-1bf3-460b-ae52-c93835105c44,E0000001,10:27 AM - 06:03 PM,7.6,16/09/2022,Sanitization,North Ruth,2022W37
6f4fabb0-5991-4f3d-8ff6-ee9b937dc41b,E0000001,09:15 AM - 04:51 PM,7.6,19/09/2022,Waste Disposal,North Ruth,2022W38
17128f3a-22d8-424a-81b3-65f4a92de5a2,E0000001,08:48 AM - 04:24 PM,7.6,20/09/2022,Sanitization,North Ruth,2022W38
f629f90c-a567-4781-88ca-b7cd111afebe,E0000001,10:20 AM - 07:56 PM,7.6,21/09/2022,Waste Disposal,North Ruth,2022W38
47c97ebb-238c-4d16-8a01-258c06814d50,E0000001,08:08 AM - 03:44 PM,7.6,22/09/2022,Waste Disposal,North Ruth,2022W38
034ef560-c753-4624-a1d3-895ca56ad12e,E0000001,11:49 AM - 06:25 PM,7.6,23/09/2022,Office Cleaning,North Ruth,2022W38
a2d30f90-08f4-4855-a51b-978aae57c0b9,E0000001,08:04 AM - 03:40 PM,7.6,26/09/2022,Sanitization,North Ruth,2022W39
85679cdf-d765-47ee-8f52-b2d14f95a54b,E0000001,10:01 AM - 05:37 PM,7.6,27/09/2022,Office Cleaning,North Ruth,2022W39
a732849b-0461-4ea8-ae27-ceb15b6a1570,E0000001,09:27 AM - 04:03 PM,7.6,28/09/2022,Waste Disposal,North Ruth,2022W39
ae32a78e-5dc5-4610-a865-8431f8aee9fd,E0000001,08:07 AM - 03:43 PM,7.6,29/09/2022,Waste Disposal,North Ruth,2022W39
c4fe199f-525f-40b7-b8cb-aa78f574f172,E0000001,08:01 AM - 03:37 PM,7.6,30/09/2022,Sanitization,North Ruth,2022W39
49a00f1c-311d-47b7-8b86-3bc525276395,E0000002,11:43 AM - 07:43 PM,4,27/12/2021,User Support,Calhounfurt,2021W52
51adf9db-4512-4a07-9765-521f066a2ca1,E0000002,10:53 AM - 02:53 PM,4,28/12/2021,System Troubleshooting,Calhounfurt,2021W52
1343c372-3ded-422c-ad18-8972749532de,E0000002,09:18 AM - 01:18 PM,4,29/12/2021,System Troubleshooting,Calhounfurt,2021W52
9ecf9274-427d-4a5a-bd6a-ba7b2b0d26ad,E0000002,08:25 AM - 12:25 PM,4,30/12/2021,User Support,Calhounfurt,2021W52
44df77b7-96a2-44d7-b900-3f008af94ade,E0000002,09:09 AM - 05:09 PM,4,31/12/2021,User Support,Calhounfurt,2021W52
87a3a45f-7f30-47bf-bc12-b44872e5f858,E0000002,09:48 AM - 01:48 PM,4,3/01/2022,User Support,Calhounfurt,2022W01
c991496f-738c-43ab-8707-77068d8253e7,E0000002,09:11 AM - 01:11 PM,4,4/01/2022,Hardware Maintenance,Calhounfurt,2022W01
018a2e68-b109-4741-ab75-9fb1ea9f9c1b,E0000002,10:51 AM - 03:51 PM,4,5/01/2022,System Troubleshooting,Calhounfurt,2022W01
42346d1d-052e-40c0-9274-2fa947817fb1,E0000002,11:41 AM - 03:41 PM,4,6/01/2022,System Troubleshooting,Calhounfurt,2022W01
2faa094b-7ce3-4de7-a211-c84d0db795f0,E0000002,10:42 AM - 02:42 PM,4,7/01/2022,Hardware Maintenance,Calhounfurt,2022W01
7be12c88-7a9e-4428-a09f-d489ae38cbb9,E0000002,11:57 AM - 03:57 PM,4,10/01/2022,Hardware Maintenance,Calhounfurt,2022W02
37eebc13-0813-457c-ae06-9da59bcc719b,E0000002,09:14 AM - 01:14 PM,4,11/01/2022,Hardware Maintenance,Calhounfurt,2022W02
7d7b10d9-e04e-4545-bd52-8542c2382b8f,E0000002,08:02 AM - 03:02 PM,4,12/01/2022,Hardware Maintenance,Calhounfurt,2022W02
fabad6b0-afa1-4f2d-99f5-092c935c6527,E0000002,10:04 AM - 04:04 PM,4,13/01/2022,User Support,Calhounfurt,2022W02
0498c84a-ac3e-4144-be78-8aa0210add72,E0000002,10:27 AM - 06:27 PM,4,14/01/2022,Hardware Maintenance,Calhounfurt,2022W02
9e2fefe8-1fac-4d56-ac08-51271f2e1078,E0000002,09:14 AM - 03:14 PM,4,17/01/2022,User Support,Calhounfurt,2022W03
659779f5-a82e-4adb-94da-0be52c69891f,E0000002,09:31 AM - 01:31 PM,4,18/01/2022,User Support,Calhounfurt,2022W03
df6f3680-702f-4289-997e-1944b2d3689f,E0000002,10:35 AM - 02:35 PM,4,19/01/2022,Hardware Maintenance,Calhounfurt,2022W03
3bca9727-12b8-40b5-93eb-e9e4d35581eb,E0000002,10:50 AM - 02:50 PM,4,20/01/2022,Hardware Maintenance,Calhounfurt,2022W03
b170a641-527c-41d5-81f1-24afe2ef0f5a,E0000002,09:14 AM - 03:14 PM,4,21/01/2022,Hardware Maintenance,Calhounfurt,2022W03
7b9ef7cb-546d-47a7-b424-dad8e29da435,E0000002,11:21 AM - 03:21 PM,4,24/01/2022,User Support,Calhounfurt,2022W04
dbb3a45c-b1f1-4cf8-92ba-71d23258aeb9,E0000002,08:51 AM - 12:51 PM,4,25/01/2022,User Support,Calhounfurt,2022W04
2738cebc-ae4d-448f-ab19-5d58ab8b07cd,E0000002,11:20 AM - 03:20 PM,4,27/01/2022,User Support,Calhounfurt,2022W04
c3dd4679-d877-4c8b-8990-0481977477ac,E0000002,09:21 AM - 01:21 PM,4,28/01/2022,User Support,Calhounfurt,2022W04
06df353c-a7d6-4905-a066-a3eb559fe23f,E0000002,10:46 AM - 02:46 PM,4,31/01/2022,Hardware Maintenance,Calhounfurt,2022W05
3fae70b5-fa0f-4111-ad68-f3944b0e5a2e,E0000002,08:08 AM - 12:08 PM,4,1/02/2022,User Support,Calhounfurt,2022W05
2a2c6923-8005-465e-80e6-b92688cb1a15,E0000002,08:02 AM - 12:02 PM,4,2/02/2022,User Support,Calhounfurt,2022W05
4904fb26-d516-434e-9e0e-87b9c770541e,E0000002,11:43 AM - 03:43 PM,4,3/02/2022,System Troubleshooting,Calhounfurt,2022W05
a7f00fed-e533-4d00-a148-b8cbdeb52edc,E0000002,09:17 AM - 01:17 PM,4,4/02/2022,Hardware Maintenance,Calhounfurt,2022W05
557ca2c6-f1cc-4603-846e-c776f598c68f,E0000002,10:16 AM - 03:16 PM,4,7/02/2022,User Support,Calhounfurt,2022W06
31512b6f-775b-4638-a79d-92fd7b7c867f,E0000002,11:03 AM - 03:03 PM,4,8/02/2022,Hardware Maintenance,Calhounfurt,2022W06
196cf114-e8d6-4fb0-931a-570ed3360657,E0000002,08:58 AM - 12:58 PM,4,9/02/2022,Hardware Maintenance,Calhounfurt,2022W06
e24b5280-e8eb-41ac-a861-558e25ba8e0d,E0000002,08:47 AM - 12:47 PM,4,10/02/2022,Hardware Maintenance,Calhounfurt,2022W06
cf9f08d8-5264-420a-a3bc-9a022e4f9fb9,E0000002,09:31 AM - 01:31 PM,4,11/02/2022,User Support,Calhounfurt,2022W06
f6754e87-b391-4632-8e6c-273403b02b17,E0000002,09:15 AM - 01:15 PM,4,14/02/2022,System Troubleshooting,Calhounfurt,2022W07
6e2d4931-693f-4384-8004-edda8844cc21,E0000002,09:36 AM - 05:36 PM,4,15/02/2022,User Support,Calhounfurt,2022W07
e49af8d9-ba44-4f4c-bff5-b599eda742fd,E0000002,10:25 AM - 02:25 PM,4,16/02/2022,System Troubleshooting,Calhounfurt,2022W07
568f4ab4-5e79-47a9-acbb-0acee70bcd8b,E0000002,08:08 AM - 02:08 PM,4,17/02/2022,Hardware Maintenance,Calhounfurt,2022W07
f221ac92-4fe3-490c-b74f-b947ecaff284,E0000002,08:28 AM - 12:28 PM,4,18/02/2022,Hardware Maintenance,Calhounfurt,2022W07
235eec35-5b52-4f28-9432-6f063d896da2,E0000002,11:58 AM - 03:58 PM,4,21/02/2022,User Support,Calhounfurt,2022W08
c7ae96f3-8127-42d0-86ef-f88beba4bced,E0000002,10:06 AM - 06:06 PM,4,22/02/2022,User Support,Calhounfurt,2022W08
e64a2773-ba22-4064-a216-2d923ea83730,E0000002,09:29 AM - 01:29 PM,4,23/02/2022,System Troubleshooting,Calhounfurt,2022W08
26a9a349-1c27-4615-83ca-8d123fb630b7,E0000002,09:30 AM - 04:30 PM,4,24/02/2022,User Support,Calhounfurt,2022W08
7adf87c9-8fb3-4c61-a7ab-d136ebda1f9a,E0000002,09:53 AM - 01:53 PM,4,25/02/2022,System Troubleshooting,Calhounfurt,2022W08
9912eba9-8371-4bbc-bb75-8babe821a975,E0000002,08:15 AM - 12:15 PM,4,28/02/2022,System Troubleshooting,Calhounfurt,2022W09
b4b7392f-3a55-479a-9f3a-2224198d2895,E0000002,08:45 AM - 03:45 PM,4,1/03/2022,Hardware Maintenance,Calhounfurt,2022W09
cee94039-b2fd-410b-b7ca-9a14b91cc6a4,E0000002,09:58 AM - 01:58 PM,4,2/03/2022,Hardware Maintenance,Calhounfurt,2022W09
e7b727f1-e5c6-4b6b-9f3d-5f49b8473b54,E0000002,11:54 AM - 03:54 PM,4,3/03/2022,Hardware Maintenance,Calhounfurt,2022W09
9a4f3ed4-b8af-468c-aae8-dd5cb80ee1ff,E0000002,11:41 AM - 03:41 PM,4,4/03/2022,User Support,Calhounfurt,2022W09
e0226463-5a9e-47e9-a1e6-5cc4ce523062,E0000002,11:37 AM - 03:37 PM,4,7/03/2022,User Support,Calhounfurt,2022W10
25deb68c-dec0-4016-881f-fe8206d17fe4,E0000002,10:52 AM - 04:52 PM,4,8/03/2022,Hardware Maintenance,Calhounfurt,2022W10
b05cb861-f084-4dd4-9008-a378f57c451c,E0000002,10:39 AM - 02:39 PM,4,9/03/2022,Hardware Maintenance,Calhounfurt,2022W10
011bc44d-c8d3-47ac-9b36-62d78863d78e,E0000002,11:29 AM - 03:29 PM,4,10/03/2022,User Support,Calhounfurt,2022W10
9cf36e3c-f856-4056-84ad-0d46bcd73dae,E0000002,08:22 AM - 12:22 PM,4,11/03/2022,System Troubleshooting,Calhounfurt,2022W10
637a3dd5-2638-4892-b551-cdef4b2c61d6,E0000002,09:21 AM - 01:21 PM,4,14/03/2022,System Troubleshooting,Calhounfurt,2022W11
25d5920b-989c-444a-8c35-b2d788418277,E0000002,10:07 AM - 02:07 PM,4,15/03/2022,System Troubleshooting,Calhounfurt,2022W11
